owner,repo,repo_full,run_id,workflow_name,event,status,conclusion,created_at,run_started_at,updated_at,head_sha,pr_numbers,run_started_dt,updated_dt,ci_duration_min,is_failure,is_cd_workflow
prometheus,prometheus,prometheus/prometheus,12121090109,Scorecards supply-chain security,pull_request,completed,success,2024-12-02T14:10:02Z,2024-12-02T14:10:02Z,2026-01-06T19:46:55Z,90e832c861df33e17b7240ddf1d57441860953dd,[],2024-12-02 14:10:02+00:00,2026-01-06 19:46:55+00:00,576336.8833333333,False,False
prometheus,prometheus,prometheus/prometheus,12114540840,Scorecards supply-chain security,pull_request,completed,success,2024-12-02T07:22:07Z,2024-12-02T07:22:07Z,2026-01-06T07:31:09Z,2cc716d2cfd31dd8ec80e29de73eafcd4279b4b1,[],2024-12-02 07:22:07+00:00,2026-01-06 07:31:09+00:00,576009.0333333333,False,False
prometheus,prometheus,prometheus/prometheus,12114540846,CI,pull_request,completed,success,2024-12-02T07:22:07Z,2024-12-02T07:22:07Z,2026-01-06T07:54:33Z,2cc716d2cfd31dd8ec80e29de73eafcd4279b4b1,[],2024-12-02 07:22:07+00:00,2026-01-06 07:54:33+00:00,576032.4333333333,False,False
prometheus,prometheus,prometheus/prometheus,12110131257,CI,pull_request,completed,success,2024-12-01T23:47:02Z,2024-12-01T23:47:02Z,2026-01-06T00:56:31Z,b94c6ca90384d7f9d1f770b3050e4dc486b243dc,[],2024-12-01 23:47:02+00:00,2026-01-06 00:56:31+00:00,576069.4833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110131244,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:47:02Z,2024-12-01T23:47:02Z,2026-01-06T00:41:29Z,b94c6ca90384d7f9d1f770b3050e4dc486b243dc,[],2024-12-01 23:47:02+00:00,2026-01-06 00:41:29+00:00,576054.45,False,False
prometheus,prometheus,prometheus/prometheus,12110131101,CI,push,completed,success,2024-12-01T23:47:01Z,2024-12-01T23:47:01Z,2026-01-06T00:56:30Z,b94c6ca90384d7f9d1f770b3050e4dc486b243dc,[],2024-12-01 23:47:01+00:00,2026-01-06 00:56:30+00:00,576069.4833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110126868,CI,pull_request,completed,success,2024-12-01T23:46:21Z,2024-12-01T23:46:21Z,2026-01-06T00:51:32Z,459cbe55a4b54380d98cc45a9fad0d464aa45426,[],2024-12-01 23:46:21+00:00,2026-01-06 00:51:32+00:00,576065.1833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110126857,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:46:20Z,2024-12-01T23:46:20Z,2026-01-06T00:36:30Z,459cbe55a4b54380d98cc45a9fad0d464aa45426,[],2024-12-01 23:46:20+00:00,2026-01-06 00:36:30+00:00,576050.1666666666,False,False
prometheus,prometheus,prometheus/prometheus,12110126728,CI,push,completed,success,2024-12-01T23:46:19Z,2024-12-01T23:46:19Z,2026-01-06T00:51:32Z,459cbe55a4b54380d98cc45a9fad0d464aa45426,[],2024-12-01 23:46:19+00:00,2026-01-06 00:51:32+00:00,576065.2166666667,False,False
prometheus,prometheus,prometheus/prometheus,12110124288,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:45:55Z,2024-12-01T23:45:55Z,2026-01-06T00:36:30Z,086a71a46b4a59b2a14dc8d492013c8a665ede7c,[],2024-12-01 23:45:55+00:00,2026-01-06 00:36:30+00:00,576050.5833333334,False,False
prometheus,prometheus,prometheus/prometheus,12110124293,CI,pull_request,completed,failure,2024-12-01T23:45:55Z,2024-12-01T23:45:55Z,2026-01-06T00:51:32Z,086a71a46b4a59b2a14dc8d492013c8a665ede7c,[],2024-12-01 23:45:55+00:00,2026-01-06 00:51:32+00:00,576065.6166666667,True,False
prometheus,prometheus,prometheus/prometheus,12110123940,CI,push,completed,failure,2024-12-01T23:45:53Z,2024-12-01T23:45:53Z,2026-01-06T00:41:30Z,086a71a46b4a59b2a14dc8d492013c8a665ede7c,[],2024-12-01 23:45:53+00:00,2026-01-06 00:41:30+00:00,576055.6166666667,True,False
prometheus,prometheus,prometheus/prometheus,12110122326,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:45:40Z,2024-12-01T23:45:40Z,2026-01-06T00:36:29Z,ff888c9eaeab8e63bba86836a039cda2ea5ec773,[],2024-12-01 23:45:40+00:00,2026-01-06 00:36:29+00:00,576050.8166666667,False,False
prometheus,prometheus,prometheus/prometheus,12110122344,CI,pull_request,completed,success,2024-12-01T23:45:40Z,2024-12-01T23:45:40Z,2026-01-06T00:51:32Z,ff888c9eaeab8e63bba86836a039cda2ea5ec773,[],2024-12-01 23:45:40+00:00,2026-01-06 00:51:32+00:00,576065.8666666667,False,False
prometheus,prometheus,prometheus/prometheus,12110122192,CI,push,completed,success,2024-12-01T23:45:39Z,2024-12-01T23:45:39Z,2026-01-06T00:46:32Z,ff888c9eaeab8e63bba86836a039cda2ea5ec773,[],2024-12-01 23:45:39+00:00,2026-01-06 00:46:32+00:00,576060.8833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110118466,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:45:01Z,2024-12-01T23:45:01Z,2026-01-06T00:30:30Z,780cd89cde5911ab621c479fa0e9d67929707229,[],2024-12-01 23:45:01+00:00,2026-01-06 00:30:30+00:00,576045.4833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110118473,CI,pull_request,completed,success,2024-12-01T23:45:01Z,2024-12-01T23:45:01Z,2026-01-06T00:46:33Z,780cd89cde5911ab621c479fa0e9d67929707229,[],2024-12-01 23:45:01+00:00,2026-01-06 00:46:33+00:00,576061.5333333333,False,False
prometheus,prometheus,prometheus/prometheus,12110118404,CI,push,completed,success,2024-12-01T23:45:00Z,2024-12-01T23:45:00Z,2026-01-06T00:46:32Z,780cd89cde5911ab621c479fa0e9d67929707229,[],2024-12-01 23:45:00+00:00,2026-01-06 00:46:32+00:00,576061.5333333333,False,False
prometheus,prometheus,prometheus/prometheus,12110117349,CI,pull_request,completed,success,2024-12-01T23:44:48Z,2024-12-01T23:44:48Z,2026-01-06T00:46:33Z,f9f84afc0b0d2f9b4445b961a1f00f60dbf03843,[],2024-12-01 23:44:48+00:00,2026-01-06 00:46:33+00:00,576061.75,False,False
prometheus,prometheus,prometheus/prometheus,12110117350,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:44:48Z,2024-12-01T23:44:48Z,2026-01-06T00:30:30Z,f9f84afc0b0d2f9b4445b961a1f00f60dbf03843,[],2024-12-01 23:44:48+00:00,2026-01-06 00:30:30+00:00,576045.7,False,False
prometheus,prometheus,prometheus/prometheus,12110117242,CI,push,completed,success,2024-12-01T23:44:46Z,2024-12-01T23:44:46Z,2026-01-06T00:46:33Z,f9f84afc0b0d2f9b4445b961a1f00f60dbf03843,[],2024-12-01 23:44:46+00:00,2026-01-06 00:46:33+00:00,576061.7833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110116448,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:44:36Z,2024-12-01T23:44:36Z,2026-01-06T00:30:30Z,2c8112c667c0492c5401062c7df05ad9a128c4af,[],2024-12-01 23:44:36+00:00,2026-01-06 00:30:30+00:00,576045.9,False,False
prometheus,prometheus,prometheus/prometheus,12110116455,CI,pull_request,completed,success,2024-12-01T23:44:36Z,2024-12-01T23:44:36Z,2026-01-06T00:46:33Z,2c8112c667c0492c5401062c7df05ad9a128c4af,[],2024-12-01 23:44:36+00:00,2026-01-06 00:46:33+00:00,576061.95,False,False
prometheus,prometheus,prometheus/prometheus,12110116397,CI,push,completed,success,2024-12-01T23:44:35Z,2024-12-01T23:44:35Z,2026-01-06T00:46:30Z,2c8112c667c0492c5401062c7df05ad9a128c4af,[],2024-12-01 23:44:35+00:00,2026-01-06 00:46:30+00:00,576061.9166666666,False,False
prometheus,prometheus,prometheus/prometheus,12110110640,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:43:17Z,2024-12-01T23:43:17Z,2026-01-06T00:24:30Z,acb86dced7c13de53c29bb5b098ce520f3f53d74,[],2024-12-01 23:43:17+00:00,2026-01-06 00:24:30+00:00,576041.2166666667,False,False
prometheus,prometheus,prometheus/prometheus,12110110655,CI,pull_request,completed,success,2024-12-01T23:43:17Z,2024-12-01T23:43:17Z,2026-01-06T00:46:30Z,acb86dced7c13de53c29bb5b098ce520f3f53d74,[],2024-12-01 23:43:17+00:00,2026-01-06 00:46:30+00:00,576063.2166666667,False,False
prometheus,prometheus,prometheus/prometheus,12110110494,CI,push,completed,success,2024-12-01T23:43:15Z,2024-12-01T23:43:15Z,2026-01-06T00:46:30Z,acb86dced7c13de53c29bb5b098ce520f3f53d74,[],2024-12-01 23:43:15+00:00,2026-01-06 00:46:30+00:00,576063.25,False,False
prometheus,prometheus,prometheus/prometheus,12110109511,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:43:02Z,2024-12-01T23:43:02Z,2026-01-06T00:24:29Z,1e86595c2dc46f2767c5003cac855353d73d5da5,[],2024-12-01 23:43:02+00:00,2026-01-06 00:24:29+00:00,576041.45,False,False
prometheus,prometheus,prometheus/prometheus,12110109521,CI,pull_request,completed,success,2024-12-01T23:43:02Z,2024-12-01T23:43:02Z,2026-01-06T00:46:30Z,1e86595c2dc46f2767c5003cac855353d73d5da5,[],2024-12-01 23:43:02+00:00,2026-01-06 00:46:30+00:00,576063.4666666667,False,False
prometheus,prometheus,prometheus/prometheus,12110109404,CI,push,completed,success,2024-12-01T23:43:01Z,2024-12-01T23:43:01Z,2026-01-06T00:46:30Z,1e86595c2dc46f2767c5003cac855353d73d5da5,[],2024-12-01 23:43:01+00:00,2026-01-06 00:46:30+00:00,576063.4833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110100257,CI,pull_request,completed,success,2024-12-01T23:41:39Z,2024-12-01T23:41:39Z,2026-01-06T00:46:30Z,e8e1a3b36dbda687a7f182e8ceeeb4a0daee7970,[],2024-12-01 23:41:39+00:00,2026-01-06 00:46:30+00:00,576064.85,False,False
prometheus,prometheus,prometheus/prometheus,12110100244,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:41:38Z,2024-12-01T23:41:38Z,2026-01-06T00:18:31Z,e8e1a3b36dbda687a7f182e8ceeeb4a0daee7970,[],2024-12-01 23:41:38+00:00,2026-01-06 00:18:31+00:00,576036.8833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110100041,CI,push,completed,success,2024-12-01T23:41:37Z,2024-12-01T23:41:37Z,2026-01-06T00:46:30Z,e8e1a3b36dbda687a7f182e8ceeeb4a0daee7970,[],2024-12-01 23:41:37+00:00,2026-01-06 00:46:30+00:00,576064.8833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110094643,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:40:52Z,2024-12-01T23:40:52Z,2026-01-06T00:18:32Z,6a47d83b4bf5a23b63305a4977bbf218cbc6def8,[],2024-12-01 23:40:52+00:00,2026-01-06 00:18:32+00:00,576037.6666666666,False,False
prometheus,prometheus,prometheus/prometheus,12110094650,CI,pull_request,completed,success,2024-12-01T23:40:52Z,2024-12-01T23:40:52Z,2026-01-06T00:46:30Z,6a47d83b4bf5a23b63305a4977bbf218cbc6def8,[],2024-12-01 23:40:52+00:00,2026-01-06 00:46:30+00:00,576065.6333333333,False,False
prometheus,prometheus,prometheus/prometheus,12110094489,CI,push,completed,success,2024-12-01T23:40:51Z,2024-12-01T23:40:51Z,2026-01-06T00:46:30Z,6a47d83b4bf5a23b63305a4977bbf218cbc6def8,[],2024-12-01 23:40:51+00:00,2026-01-06 00:46:30+00:00,576065.65,False,False
prometheus,prometheus,prometheus/prometheus,12110052683,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:34:58Z,2024-12-01T23:34:58Z,2026-01-06T00:18:32Z,ce66016a5147a083e8a9a518b818b99f5b2e1f0e,[],2024-12-01 23:34:58+00:00,2026-01-06 00:18:32+00:00,576043.5666666667,False,False
prometheus,prometheus,prometheus/prometheus,12110052693,CI,pull_request,completed,success,2024-12-01T23:34:58Z,2024-12-01T23:34:58Z,2026-01-06T00:46:30Z,ce66016a5147a083e8a9a518b818b99f5b2e1f0e,[],2024-12-01 23:34:58+00:00,2026-01-06 00:46:30+00:00,576071.5333333333,False,False
prometheus,prometheus,prometheus/prometheus,12110052503,CI,push,completed,success,2024-12-01T23:34:56Z,2024-12-01T23:34:56Z,2026-01-06T00:46:30Z,ce66016a5147a083e8a9a518b818b99f5b2e1f0e,[],2024-12-01 23:34:56+00:00,2026-01-06 00:46:30+00:00,576071.5666666667,False,False
prometheus,prometheus,prometheus/prometheus,12110051871,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:34:51Z,2024-12-01T23:34:51Z,2026-01-06T00:13:30Z,c5bb522be4ae9517f9114e2a15c515e50553a5e4,[],2024-12-01 23:34:51+00:00,2026-01-06 00:13:30+00:00,576038.65,False,False
prometheus,prometheus,prometheus/prometheus,12110051886,CI,pull_request,completed,success,2024-12-01T23:34:51Z,2024-12-03T11:36:13Z,2026-01-07T22:34:29Z,c5bb522be4ae9517f9114e2a15c515e50553a5e4,[],2024-12-03 11:36:13+00:00,2026-01-07 22:34:29+00:00,576658.2666666667,False,False
prometheus,prometheus,prometheus/prometheus,12110051593,CI,push,completed,success,2024-12-01T23:34:49Z,2024-12-01T23:34:49Z,2026-01-06T00:46:30Z,c5bb522be4ae9517f9114e2a15c515e50553a5e4,[],2024-12-01 23:34:49+00:00,2026-01-06 00:46:30+00:00,576071.6833333333,False,False
prometheus,prometheus,prometheus/prometheus,12110049389,CI,pull_request,completed,success,2024-12-01T23:34:34Z,2024-12-01T23:34:34Z,2026-01-06T00:46:30Z,9c6278926cccb29168751d80cb6a87288d0d306b,[],2024-12-01 23:34:34+00:00,2026-01-06 00:46:30+00:00,576071.9333333333,False,False
prometheus,prometheus,prometheus/prometheus,12110049376,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:34:33Z,2024-12-01T23:34:33Z,2026-01-06T00:13:30Z,9c6278926cccb29168751d80cb6a87288d0d306b,[],2024-12-01 23:34:33+00:00,2026-01-06 00:13:30+00:00,576038.95,False,False
prometheus,prometheus,prometheus/prometheus,12110049204,CI,push,completed,success,2024-12-01T23:34:32Z,2024-12-01T23:34:32Z,2026-01-06T00:46:30Z,9c6278926cccb29168751d80cb6a87288d0d306b,[],2024-12-01 23:34:32+00:00,2026-01-06 00:46:30+00:00,576071.9666666667,False,False
prometheus,prometheus,prometheus/prometheus,12110048613,buf.build,pull_request,completed,success,2024-12-01T23:34:28Z,2024-12-01T23:34:28Z,2026-01-06T00:08:30Z,9fb4671b8796192552eca24b71cbb713922b068c,[],2024-12-01 23:34:28+00:00,2026-01-06 00:08:30+00:00,576034.0333333333,False,False
prometheus,prometheus,prometheus/prometheus,12110048631,CI,pull_request,completed,success,2024-12-01T23:34:28Z,2024-12-01T23:34:28Z,2026-01-06T00:41:30Z,9fb4671b8796192552eca24b71cbb713922b068c,[],2024-12-01 23:34:28+00:00,2026-01-06 00:41:30+00:00,576067.0333333333,False,False
prometheus,prometheus,prometheus/prometheus,12110048605,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:34:28Z,2024-12-01T23:34:28Z,2026-01-06T00:08:30Z,9fb4671b8796192552eca24b71cbb713922b068c,[],2024-12-01 23:34:28+00:00,2026-01-06 00:08:30+00:00,576034.0333333333,False,False
prometheus,prometheus,prometheus/prometheus,12110048430,CI,push,completed,success,2024-12-01T23:34:27Z,2024-12-01T23:34:27Z,2026-01-06T00:41:30Z,9fb4671b8796192552eca24b71cbb713922b068c,[],2024-12-01 23:34:27+00:00,2026-01-06 00:41:30+00:00,576067.05,False,False
prometheus,prometheus,prometheus/prometheus,12109981556,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:25:27Z,2024-12-01T23:25:27Z,2026-01-06T00:08:30Z,7b38569345e6c568bfa955d93bf700055c3da8cd,[],2024-12-01 23:25:27+00:00,2026-01-06 00:08:30+00:00,576043.05,False,False
prometheus,prometheus,prometheus/prometheus,12109981569,CI,pull_request,completed,success,2024-12-01T23:25:27Z,2024-12-01T23:25:27Z,2026-01-06T00:41:30Z,7b38569345e6c568bfa955d93bf700055c3da8cd,[],2024-12-01 23:25:27+00:00,2026-01-06 00:41:30+00:00,576076.05,False,False
prometheus,prometheus,prometheus/prometheus,12109981364,CI,push,completed,success,2024-12-01T23:25:24Z,2024-12-01T23:25:24Z,2026-01-06T00:41:30Z,7b38569345e6c568bfa955d93bf700055c3da8cd,[],2024-12-01 23:25:24+00:00,2026-01-06 00:41:30+00:00,576076.1,False,False
prometheus,prometheus,prometheus/prometheus,12109980659,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:25:15Z,2024-12-01T23:25:15Z,2026-01-06T00:03:30Z,144c049de35c6cc3697ab950bf1461dd5fa0b7f2,[],2024-12-01 23:25:15+00:00,2026-01-06 00:03:30+00:00,576038.25,False,False
prometheus,prometheus,prometheus/prometheus,12109980669,CI,pull_request,completed,success,2024-12-01T23:25:15Z,2024-12-01T23:25:15Z,2026-01-06T00:41:30Z,144c049de35c6cc3697ab950bf1461dd5fa0b7f2,[],2024-12-01 23:25:15+00:00,2026-01-06 00:41:30+00:00,576076.25,False,False
prometheus,prometheus,prometheus/prometheus,12109980520,CI,push,completed,success,2024-12-01T23:25:14Z,2024-12-01T23:25:14Z,2026-01-06T00:41:30Z,144c049de35c6cc3697ab950bf1461dd5fa0b7f2,[],2024-12-01 23:25:14+00:00,2026-01-06 00:41:30+00:00,576076.2666666667,False,False
prometheus,prometheus,prometheus/prometheus,12109979307,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:25:05Z,2024-12-01T23:25:05Z,2026-01-06T00:03:29Z,240c8d91f27831afc74e2f8e3573cb4d023bde1d,[],2024-12-01 23:25:05+00:00,2026-01-06 00:03:29+00:00,576038.4,False,False
prometheus,prometheus,prometheus/prometheus,12109979317,CI,pull_request,completed,success,2024-12-01T23:25:05Z,2024-12-01T23:25:05Z,2026-01-06T00:41:30Z,240c8d91f27831afc74e2f8e3573cb4d023bde1d,[],2024-12-01 23:25:05+00:00,2026-01-06 00:41:30+00:00,576076.4166666666,False,False
prometheus,prometheus,prometheus/prometheus,12109979019,CI,push,completed,success,2024-12-01T23:25:03Z,2024-12-01T23:25:03Z,2026-01-06T00:46:30Z,240c8d91f27831afc74e2f8e3573cb4d023bde1d,[],2024-12-01 23:25:03+00:00,2026-01-06 00:46:30+00:00,576081.45,False,False
prometheus,prometheus,prometheus/prometheus,12109978696,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:25:00Z,2024-12-01T23:25:00Z,2026-01-05T23:58:30Z,6f1a6a1b5e94cbfc61de80fb3baf25f1b76fb2c9,[],2024-12-01 23:25:00+00:00,2026-01-05 23:58:30+00:00,576033.5,False,False
prometheus,prometheus,prometheus/prometheus,12109978715,CI,pull_request,completed,failure,2024-12-01T23:25:00Z,2024-12-01T23:25:00Z,2026-01-06T00:41:30Z,6f1a6a1b5e94cbfc61de80fb3baf25f1b76fb2c9,[],2024-12-01 23:25:00+00:00,2026-01-06 00:41:30+00:00,576076.5,True,False
prometheus,prometheus,prometheus/prometheus,12109978476,CI,push,completed,failure,2024-12-01T23:24:58Z,2024-12-01T23:24:58Z,2026-01-06T00:41:29Z,6f1a6a1b5e94cbfc61de80fb3baf25f1b76fb2c9,[],2024-12-01 23:24:58+00:00,2026-01-06 00:41:29+00:00,576076.5166666667,True,False
prometheus,prometheus,prometheus/prometheus,12109977497,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:24:51Z,2024-12-01T23:24:51Z,2026-01-05T23:53:30Z,cfcd0527c167c54250d26943128ff04e5bd41e0d,[],2024-12-01 23:24:51+00:00,2026-01-05 23:53:30+00:00,576028.65,False,False
prometheus,prometheus,prometheus/prometheus,12109977518,CI,pull_request,completed,success,2024-12-01T23:24:51Z,2024-12-01T23:24:51Z,2026-01-06T00:41:29Z,cfcd0527c167c54250d26943128ff04e5bd41e0d,[],2024-12-01 23:24:51+00:00,2026-01-06 00:41:29+00:00,576076.6333333333,False,False
prometheus,prometheus,prometheus/prometheus,12109977430,CI,push,completed,success,2024-12-01T23:24:50Z,2024-12-01T23:24:50Z,2026-01-06T00:41:29Z,cfcd0527c167c54250d26943128ff04e5bd41e0d,[],2024-12-01 23:24:50+00:00,2026-01-06 00:41:29+00:00,576076.65,False,False
prometheus,prometheus,prometheus/prometheus,12109977085,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:24:47Z,2024-12-01T23:24:47Z,2026-01-05T23:53:30Z,e83915993404458761fd3d9b61f4435831c9fc95,[],2024-12-01 23:24:47+00:00,2026-01-05 23:53:30+00:00,576028.7166666667,False,False
prometheus,prometheus,prometheus/prometheus,12109977094,CI,pull_request,completed,success,2024-12-01T23:24:47Z,2024-12-01T23:24:47Z,2026-01-06T00:41:29Z,e83915993404458761fd3d9b61f4435831c9fc95,[],2024-12-01 23:24:47+00:00,2026-01-06 00:41:29+00:00,576076.7,False,False
prometheus,prometheus,prometheus/prometheus,12109976873,CI,push,completed,success,2024-12-01T23:24:45Z,2024-12-01T23:24:45Z,2026-01-06T00:41:29Z,e83915993404458761fd3d9b61f4435831c9fc95,[],2024-12-01 23:24:45+00:00,2026-01-06 00:41:29+00:00,576076.7333333333,False,False
prometheus,prometheus,prometheus/prometheus,12109976309,Scorecards supply-chain security,pull_request,completed,success,2024-12-01T23:24:38Z,2024-12-01T23:24:38Z,2026-01-05T23:48:30Z,768ad2de61f37d44979e5ba100b0a6e45641d98c,[],2024-12-01 23:24:38+00:00,2026-01-05 23:48:30+00:00,576023.8666666667,False,False
prometheus,prometheus,prometheus/prometheus,12109976315,CI,pull_request,completed,success,2024-12-01T23:24:38Z,2024-12-01T23:24:38Z,2026-01-06T00:41:29Z,768ad2de61f37d44979e5ba100b0a6e45641d98c,[],2024-12-01 23:24:38+00:00,2026-01-06 00:41:29+00:00,576076.85,False,False
