repo_full,split,detector_family,detector_variant,metric,window_weeks,window_role,threshold,threshold_role,persistence_weeks,persistence_role,total_weeks,evaluable_weeks,excluded_weeks,alarm_weeks,alarm_prevalence,episode_count,total_episode_weeks,median_episode_duration_weeks,maximum_episode_duration_weeks,median_alarm_magnitude,maximum_alarm_magnitude,external_scoring_eligible,interpretation
prometheus/prometheus,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,3.09623413478392,3.09623413478392,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,1,sensitivity,36,23,13,4,0.17391304347826086,3,4,1.0,2.0,4.029552406339906,4.376397848365001,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,1,sensitivity,46,7,39,1,0.14285714285714285,1,1,1.0,1.0,3.164629614540934,3.164629614540934,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,1,sensitivity,36,23,13,2,0.08695652173913043,1,2,2.0,2.0,6.246824422961725,6.405858763799098,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,36,22,14,3,0.13636363636363635,1,3,3.0,3.0,6.036178725671246,32.71964449449341,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,46,45,1,2,0.044444444444444446,2,2,1.0,1.0,3.639285306626461,3.839408938559086,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,36,22,14,1,0.045454545454545456,1,1,1.0,1.0,4.376397848365001,4.376397848365001,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,46,6,40,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,2,primary,36,22,14,1,0.045454545454545456,1,1,1.0,1.0,6.405858763799098,6.405858763799098,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,36,21,15,2,0.09523809523809523,1,2,2.0,2.0,4.971179996798292,6.036178725671246,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,46,5,41,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,36,20,16,1,0.05,1,1,1.0,1.0,6.036178725671246,6.036178725671246,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,46,4,42,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.0,primary,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,46,46,0,6,0.13043478260869565,4,6,1.5,2.0,3.919493193145239,4.3374919456902585,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,19,19,0,4,0.21052631578947367,2,4,2.0,3.0,6.76794179733346,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,4,4,0,2,0.5,2,2,1.0,1.0,5.069475658541339,6.515426114675644,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,36,23,13,10,0.43478260869565216,3,10,4.0,5.0,5.621615998004451,102.16286703538766,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,46,46,0,12,0.2608695652173913,7,12,2.0,3.0,3.942280362091195,6.688956122495133,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,3.09623413478392,3.09623413478392,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,36,23,13,4,0.17391304347826086,3,4,1.0,2.0,4.029552406339906,4.376397848365001,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,46,7,39,4,0.5714285714285714,2,4,2.0,3.0,4.723671904698111,5.626189706050051,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,19,19,0,5,0.2631578947368421,1,5,5.0,5.0,4.380642499777606,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,4,4,0,2,0.5,2,2,1.0,1.0,8.896807591828338,10.80790937171276,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,1,sensitivity,36,23,13,3,0.13043478260869565,2,3,1.5,2.0,6.405858763799098,25.84740378940678,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,46,45,1,2,0.044444444444444446,2,2,1.0,1.0,3.4835377772491976,3.921574809606326,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,19,19,0,2,0.10526315789473684,1,2,2.0,2.0,10.742806658797567,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,36,22,14,7,0.3181818181818182,2,7,3.5,4.0,6.036178725671246,32.71964449449341,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,46,45,1,5,0.1111111111111111,4,5,1.0,2.0,3.839408938559086,4.965174497901871,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,36,22,14,1,0.045454545454545456,1,1,1.0,1.0,4.376397848365001,4.376397848365001,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,46,6,40,2,0.3333333333333333,1,2,2.0,2.0,4.723671904698111,4.898825432958944,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,19,19,0,4,0.21052631578947367,1,4,4.0,4.0,5.407092250841847,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,2,primary,36,22,14,1,0.045454545454545456,1,1,1.0,1.0,6.405858763799098,6.405858763799098,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,18.3338402155632,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,36,21,15,5,0.23809523809523808,2,5,2.5,3.0,6.036178725671246,8.28060684258533,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,46,44,2,1,0.022727272727272728,1,1,1.0,1.0,4.965174497901871,4.965174497901871,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,46,5,41,1,0.2,1,1,1.0,1.0,4.548518376437277,4.548518376437277,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,19,19,0,3,0.15789473684210525,1,3,3.0,3.0,7.072157418804079,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,36,20,16,3,0.15,2,3,1.5,2.0,6.036178725671246,6.356560004731613,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,46,4,42,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,19,19,0,2,0.10526315789473684,1,2,2.0,2.0,10.097177361670308,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,13,primary,3.0,primary,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,46,46,0,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,18.3338402155632,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,46,46,0,1,0.021739130434782608,1,1,1.0,1.0,5.991064981233288,5.991064981233288,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,46,7,39,1,0.14285714285714285,1,1,1.0,1.0,4.548518376437277,4.548518376437277,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,13.122197304536538,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,46,6,40,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,46,5,41,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,46,4,42,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,13,primary,3.0,primary,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,46,46,0,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,19,19,0,2,0.10526315789473684,2,2,1.0,1.0,5.83018084212617,7.613700577630863,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,4,4,0,1,0.25,1,1,1.0,1.0,3.6235252024070355,3.6235252024070355,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,36,23,13,5,0.21739130434782608,1,5,5.0,5.0,5.2070532703376555,8.28060684258533,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,46,46,0,3,0.06521739130434782,3,3,1.0,1.0,4.965174497901871,6.062614071859863,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
