repo_full,pr_number,from_state,to_state,start_at,stop_at,event,duration_hours,transition
containerd/containerd,11970,0,1,2025-06-10 13:44:59+00:00,2025-06-10 17:12:43+00:00,1,3.462222222222222,0->1
containerd/containerd,11970,1,2,2025-06-10 17:12:43+00:00,2025-06-23 23:04:02+00:00,1,317.85527777777776,1->2
containerd/containerd,11971,0,1,2025-06-10 18:28:15+00:00,2025-06-10 18:32:27+00:00,1,0.07,0->1
containerd/containerd,11971,1,2,2025-06-10 18:32:27+00:00,2025-06-10 20:34:55+00:00,1,2.0411111111111113,1->2
containerd/containerd,11972,0,1,2025-06-10 21:51:40+00:00,2025-06-21 23:46:43+00:00,1,265.9175,0->1
containerd/containerd,11972,1,2,2025-06-21 23:46:43+00:00,2025-07-15 09:21:09+00:00,1,561.5738888888889,1->2
containerd/containerd,11973,0,1,2025-06-11 00:58:20+00:00,2025-06-11 14:56:59+00:00,1,13.9775,0->1
containerd/containerd,11973,1,2,2025-06-11 14:56:59+00:00,2025-06-11 19:00:20+00:00,1,4.055833333333333,1->2
containerd/containerd,11974,0,,2025-06-11 09:53:50+00:00,2026-08-08 00:00:00+00:00,0,10142.102777777778,0->censored
containerd/containerd,11975,0,1,2025-06-11 12:29:31+00:00,2025-06-11 18:16:56+00:00,1,5.790277777777778,0->1
containerd/containerd,11975,1,3,2025-06-11 18:16:56+00:00,2026-03-29 00:22:55+00:00,1,6966.099722222222,1->3
containerd/containerd,11976,0,1,2025-06-12 01:03:40+00:00,2025-06-12 01:48:24+00:00,1,0.7455555555555555,0->1
containerd/containerd,11976,1,2,2025-06-12 01:48:24+00:00,2025-06-12 04:56:20+00:00,1,3.132222222222222,1->2
containerd/containerd,11977,0,1,2025-06-12 08:34:05+00:00,2025-06-13 21:59:53+00:00,1,37.43,0->1
containerd/containerd,11977,1,,2025-06-13 21:59:53+00:00,2026-08-08 00:00:00+00:00,0,10082.001944444444,1->censored
containerd/containerd,11979,0,1,2025-06-12 14:42:08+00:00,2025-06-12 14:43:48+00:00,1,0.027777777777777776,0->1
containerd/containerd,11979,1,2,2025-06-12 14:43:48+00:00,2025-06-19 15:02:52+00:00,1,168.3177777777778,1->2
containerd/containerd,11980,0,,2025-06-12 20:34:21+00:00,2026-08-08 00:00:00+00:00,0,10107.4275,0->censored
containerd/containerd,11981,0,1,2025-06-13 21:41:14+00:00,2025-06-15 16:20:01+00:00,1,42.646388888888886,0->1
containerd/containerd,11981,1,2,2025-06-15 16:20:01+00:00,2025-06-23 23:19:38+00:00,1,198.9936111111111,1->2
containerd/containerd,11983,0,,2025-06-16 07:14:54+00:00,2026-08-08 00:00:00+00:00,0,10024.751666666667,0->censored
containerd/containerd,11985,0,1,2025-06-17 01:19:41+00:00,2025-06-18 21:34:06+00:00,1,44.24027777777778,0->1
containerd/containerd,11985,1,2,2025-06-18 21:34:06+00:00,2025-06-19 02:48:18+00:00,1,5.236666666666666,1->2
containerd/containerd,11986,0,1,2025-06-17 01:23:40+00:00,2025-06-19 09:27:50+00:00,1,56.06944444444444,0->1
containerd/containerd,11986,1,2,2025-06-19 09:27:50+00:00,2025-06-20 04:15:34+00:00,1,18.795555555555556,1->2
containerd/containerd,11987,0,1,2025-06-17 01:23:44+00:00,2025-06-19 16:26:13+00:00,1,63.04138888888889,0->1
containerd/containerd,11987,1,2,2025-06-19 16:26:13+00:00,2025-06-20 18:59:15+00:00,1,26.550555555555555,1->2
containerd/containerd,11988,0,1,2025-06-17 01:23:48+00:00,2025-06-18 13:20:49+00:00,1,35.95027777777778,0->1
containerd/containerd,11988,1,2,2025-06-18 13:20:49+00:00,2025-06-18 22:28:11+00:00,1,9.122777777777777,1->2
containerd/containerd,11989,0,1,2025-06-17 01:33:12+00:00,2025-06-20 15:25:14+00:00,1,85.86722222222222,0->1
containerd/containerd,11989,1,2,2025-06-20 15:25:14+00:00,2025-06-20 18:59:15+00:00,1,3.5669444444444443,1->2
containerd/containerd,11990,0,1,2025-06-17 01:33:57+00:00,2025-06-19 16:59:02+00:00,1,63.418055555555554,0->1
containerd/containerd,11990,1,2,2025-06-19 16:59:02+00:00,2025-06-20 18:59:15+00:00,1,26.003611111111113,1->2
containerd/containerd,11991,0,1,2025-06-17 01:37:44+00:00,2025-06-18 13:20:23+00:00,1,35.71083333333333,0->1
containerd/containerd,11991,1,2,2025-06-18 13:20:23+00:00,2025-06-18 22:28:11+00:00,1,9.13,1->2
containerd/containerd,11992,0,1,2025-06-17 09:41:04+00:00,2025-06-19 15:43:58+00:00,1,54.04833333333333,0->1
containerd/containerd,11992,1,2,2025-06-19 15:43:58+00:00,2025-06-19 21:08:18+00:00,1,5.405555555555556,1->2
containerd/containerd,11993,0,1,2025-06-17 22:32:56+00:00,2025-06-23 17:52:06+00:00,1,139.31944444444446,0->1
containerd/containerd,11993,1,2,2025-06-23 17:52:06+00:00,2025-09-24 01:42:22+00:00,1,2215.837777777778,1->2
containerd/containerd,11996,0,3,2025-06-18 11:26:25+00:00,2026-01-31 00:17:22+00:00,1,5436.849166666667,0->3
containerd/containerd,11997,0,1,2025-06-18 23:45:19+00:00,2025-06-19 14:22:33+00:00,1,14.620555555555555,0->1
containerd/containerd,11997,1,2,2025-06-19 14:22:33+00:00,2025-06-19 14:54:27+00:00,1,0.5316666666666666,1->2
containerd/containerd,11998,0,1,2025-06-19 05:27:05+00:00,2025-06-19 10:27:15+00:00,1,5.002777777777778,0->1
containerd/containerd,11998,1,2,2025-06-19 10:27:15+00:00,2025-06-19 14:03:46+00:00,1,3.608611111111111,1->2
containerd/containerd,11999,0,1,2025-06-19 05:58:24+00:00,2025-06-19 14:20:27+00:00,1,8.3675,0->1
containerd/containerd,11999,1,2,2025-06-19 14:20:27+00:00,2025-06-19 20:24:26+00:00,1,6.066388888888889,1->2
containerd/containerd,12000,0,1,2025-06-19 06:00:28+00:00,2025-06-19 14:15:04+00:00,1,8.243333333333334,0->1
containerd/containerd,12000,1,2,2025-06-19 14:15:04+00:00,2025-06-19 15:03:04+00:00,1,0.8,1->2
containerd/containerd,12001,0,1,2025-06-19 14:04:22+00:00,2025-06-19 14:19:06+00:00,1,0.24555555555555555,0->1
containerd/containerd,12001,1,2,2025-06-19 14:19:06+00:00,2025-06-19 15:01:56+00:00,1,0.7138888888888889,1->2
containerd/containerd,12002,0,1,2025-06-19 15:18:50+00:00,2025-06-19 15:40:15+00:00,1,0.35694444444444445,0->1
containerd/containerd,12002,1,2,2025-06-19 15:40:15+00:00,2025-06-19 22:31:30+00:00,1,6.854166666666667,1->2
containerd/containerd,12003,0,1,2025-06-19 21:08:54+00:00,2025-06-19 21:10:12+00:00,1,0.021666666666666667,0->1
containerd/containerd,12003,1,2,2025-06-19 21:10:12+00:00,2025-06-19 22:29:46+00:00,1,1.326111111111111,1->2
containerd/containerd,12004,0,1,2025-06-19 22:35:33+00:00,2025-06-23 20:52:27+00:00,1,94.28166666666667,0->1
containerd/containerd,12004,1,2,2025-06-23 20:52:27+00:00,2025-06-30 16:44:45+00:00,1,163.87166666666667,1->2
containerd/containerd,12005,0,1,2025-06-20 01:05:33+00:00,2025-06-22 00:04:54+00:00,1,46.98916666666667,0->1
containerd/containerd,12005,1,2,2025-06-22 00:04:54+00:00,2025-06-23 23:05:09+00:00,1,47.00416666666667,1->2
containerd/containerd,12006,0,1,2025-06-20 13:45:21+00:00,2025-06-20 15:48:11+00:00,1,2.047222222222222,0->1
containerd/containerd,12006,1,2,2025-06-20 15:48:11+00:00,2025-06-27 18:42:51+00:00,1,170.9111111111111,1->2
containerd/containerd,12008,0,1,2025-06-21 05:18:03+00:00,2025-06-29 18:23:04+00:00,1,205.0836111111111,0->1
containerd/containerd,12008,1,2,2025-06-29 18:23:04+00:00,2025-06-30 17:35:29+00:00,1,23.206944444444446,1->2
containerd/containerd,12009,0,1,2025-06-22 01:48:16+00:00,2025-06-22 03:49:14+00:00,1,2.016111111111111,0->1
containerd/containerd,12009,1,2,2025-06-22 03:49:14+00:00,2025-06-23 20:52:11+00:00,1,41.049166666666665,1->2
containerd/containerd,12010,0,3,2025-06-22 03:00:58+00:00,2025-06-22 03:18:40+00:00,1,0.295,0->3
containerd/containerd,12012,0,3,2025-06-23 05:32:58+00:00,2026-07-06 06:03:29+00:00,1,9072.50861111111,0->3
containerd/containerd,12013,0,,2025-06-23 19:51:06+00:00,2026-08-08 00:00:00+00:00,0,9844.148333333333,0->censored
containerd/containerd,12014,0,1,2025-06-24 02:11:42+00:00,2025-06-27 15:44:43+00:00,1,85.55027777777778,0->1
containerd/containerd,12014,1,2,2025-06-27 15:44:43+00:00,2025-06-30 17:35:29+00:00,1,73.84611111111111,1->2
containerd/containerd,12015,0,1,2025-06-24 04:25:04+00:00,2025-06-26 10:01:56+00:00,1,53.614444444444445,0->1
containerd/containerd,12015,1,2,2025-06-26 10:01:56+00:00,2025-07-02 20:31:19+00:00,1,154.4897222222222,1->2
containerd/containerd,12017,0,1,2025-06-24 07:43:39+00:00,2025-06-30 17:12:40+00:00,1,153.48361111111112,0->1
containerd/containerd,12017,1,2,2025-06-30 17:12:40+00:00,2025-07-09 10:56:56+00:00,1,209.73777777777778,1->2
containerd/containerd,12018,0,1,2025-06-24 11:06:25+00:00,2025-07-15 09:16:28+00:00,1,502.1675,0->1
containerd/containerd,12018,1,2,2025-07-15 09:16:28+00:00,2025-08-20 03:01:15+00:00,1,857.7463888888889,1->2
containerd/containerd,12019,0,,2025-06-24 11:31:39+00:00,2026-08-08 00:00:00+00:00,0,9828.4725,0->censored
containerd/containerd,12020,0,3,2025-06-24 14:55:56+00:00,2025-11-25 18:57:18+00:00,1,3700.0227777777777,0->3
containerd/containerd,12021,0,1,2025-06-24 16:35:02+00:00,2025-07-03 13:25:22+00:00,1,212.8388888888889,0->1
containerd/containerd,12021,1,2,2025-07-03 13:25:22+00:00,2025-07-25 14:22:12+00:00,1,528.9472222222222,1->2
containerd/containerd,12022,0,,2025-06-24 20:14:00+00:00,2026-08-08 00:00:00+00:00,0,9819.766666666666,0->censored
containerd/containerd,12023,0,1,2025-06-24 23:08:55+00:00,2025-06-25 21:24:09+00:00,1,22.253888888888888,0->1
containerd/containerd,12023,1,,2025-06-25 21:24:09+00:00,2026-08-08 00:00:00+00:00,0,9794.5975,1->censored
containerd/containerd,12024,0,1,2025-06-24 23:24:43+00:00,2025-06-25 16:19:08+00:00,1,16.906944444444445,0->1
containerd/containerd,12024,1,3,2025-06-25 16:19:08+00:00,2026-06-21 00:44:49+00:00,1,8648.428055555556,1->3
containerd/containerd,12025,0,1,2025-06-24 23:32:23+00:00,2025-07-09 07:40:15+00:00,1,344.1311111111111,0->1
containerd/containerd,12025,1,2,2025-07-09 07:40:15+00:00,2025-08-22 05:20:56+00:00,1,1053.6780555555556,1->2
containerd/containerd,12027,0,1,2025-06-25 10:03:38+00:00,2025-06-26 02:22:05+00:00,1,16.3075,0->1
containerd/containerd,12027,1,3,2025-06-26 02:22:05+00:00,2026-03-14 00:17:58+00:00,1,6261.931388888889,1->3
containerd/containerd,12028,0,1,2025-06-25 19:08:48+00:00,2025-06-27 15:32:37+00:00,1,44.39694444444444,0->1
containerd/containerd,12028,1,2,2025-06-27 15:32:37+00:00,2025-07-02 03:51:42+00:00,1,108.31805555555556,1->2
containerd/containerd,12030,0,1,2025-06-26 19:33:52+00:00,2025-07-14 22:33:58+00:00,1,435.00166666666667,0->1
containerd/containerd,12030,1,2,2025-07-14 22:33:58+00:00,2025-07-15 00:24:11+00:00,1,1.8369444444444445,1->2
containerd/containerd,12032,0,1,2025-06-27 17:33:55+00:00,2025-06-30 14:41:58+00:00,1,69.13416666666667,0->1
containerd/containerd,12032,1,,2025-06-30 14:41:58+00:00,2026-08-08 00:00:00+00:00,0,9681.300555555556,1->censored
containerd/containerd,12034,0,3,2025-06-28 01:13:18+00:00,2025-06-30 16:16:08+00:00,1,63.047222222222224,0->3
containerd/containerd,12035,0,3,2025-06-28 01:18:15+00:00,2025-06-30 16:16:20+00:00,1,62.96805555555556,0->3
containerd/containerd,12036,0,1,2025-06-30 08:44:04+00:00,2025-07-01 22:30:48+00:00,1,37.778888888888886,0->1
containerd/containerd,12036,1,2,2025-07-01 22:30:48+00:00,2025-07-02 00:47:18+00:00,1,2.275,1->2
containerd/containerd,12039,0,1,2025-06-30 19:25:58+00:00,2025-06-30 22:27:15+00:00,1,3.0213888888888887,0->1
containerd/containerd,12039,1,2,2025-06-30 22:27:15+00:00,2025-07-01 02:33:23+00:00,1,4.102222222222222,1->2
containerd/containerd,12040,0,1,2025-07-01 02:45:20+00:00,2025-07-01 14:52:27+00:00,1,12.118611111111111,0->1
containerd/containerd,12040,1,2,2025-07-01 14:52:27+00:00,2025-07-01 23:21:39+00:00,1,8.486666666666666,1->2
containerd/containerd,12041,0,1,2025-07-01 02:50:33+00:00,2025-07-01 14:53:35+00:00,1,12.050555555555556,0->1
containerd/containerd,12041,1,2,2025-07-01 14:53:35+00:00,2025-07-01 19:51:56+00:00,1,4.9725,1->2
containerd/containerd,12042,0,3,2025-07-01 02:56:36+00:00,2025-07-01 04:35:13+00:00,1,1.6436111111111111,0->3
containerd/containerd,12043,0,1,2025-07-01 03:14:25+00:00,2025-07-01 03:15:13+00:00,1,0.013333333333333334,0->1
containerd/containerd,12043,1,3,2025-07-01 03:15:13+00:00,2025-07-01 14:56:15+00:00,1,11.68388888888889,1->3
containerd/containerd,12044,0,1,2025-07-01 03:46:56+00:00,2025-07-01 13:52:57+00:00,1,10.100277777777778,0->1
containerd/containerd,12044,1,2,2025-07-01 13:52:57+00:00,2025-07-01 23:11:18+00:00,1,9.305833333333334,1->2
containerd/containerd,12045,0,1,2025-07-01 04:15:53+00:00,2025-07-01 06:18:28+00:00,1,2.0430555555555556,0->1
containerd/containerd,12045,1,2,2025-07-01 06:18:28+00:00,2025-07-22 21:32:09+00:00,1,519.2280555555556,1->2
containerd/containerd,12046,0,1,2025-07-01 15:21:11+00:00,2025-07-01 22:27:49+00:00,1,7.110555555555556,0->1
containerd/containerd,12046,1,2,2025-07-01 22:27:49+00:00,2025-07-02 15:50:08+00:00,1,17.371944444444445,1->2
containerd/containerd,12047,0,1,2025-07-01 15:30:57+00:00,2025-07-01 17:05:31+00:00,1,1.576111111111111,0->1
containerd/containerd,12047,1,2,2025-07-01 17:05:31+00:00,2025-07-01 18:28:20+00:00,1,1.3802777777777777,1->2
containerd/containerd,12049,0,3,2025-07-01 16:58:05+00:00,2025-07-22 20:42:11+00:00,1,507.735,0->3
containerd/containerd,12050,0,1,2025-07-01 22:17:28+00:00,2025-07-21 19:49:49+00:00,1,477.5391666666667,0->1
containerd/containerd,12050,1,2,2025-07-21 19:49:49+00:00,2025-07-31 20:50:31+00:00,1,241.01166666666666,1->2
containerd/containerd,12051,0,1,2025-07-01 22:47:59+00:00,2025-07-03 19:28:13+00:00,1,44.67055555555555,0->1
containerd/containerd,12051,1,2,2025-07-03 19:28:13+00:00,2025-07-05 23:38:12+00:00,1,52.16638888888889,1->2
containerd/containerd,12052,0,1,2025-07-01 22:51:57+00:00,2025-07-03 16:02:47+00:00,1,41.18055555555556,0->1
containerd/containerd,12052,1,2,2025-07-03 16:02:47+00:00,2025-07-04 07:31:06+00:00,1,15.471944444444444,1->2
containerd/containerd,12053,0,,2025-07-01 23:42:15+00:00,2026-08-08 00:00:00+00:00,0,9648.295833333334,0->censored
containerd/containerd,12054,0,1,2025-07-02 00:52:56+00:00,2025-07-02 01:53:58+00:00,1,1.0172222222222222,0->1
containerd/containerd,12054,1,2,2025-07-02 01:53:58+00:00,2025-07-02 02:00:58+00:00,1,0.11666666666666667,1->2
containerd/containerd,12056,0,,2025-07-02 21:23:24+00:00,2026-08-08 00:00:00+00:00,0,9626.61,0->censored
containerd/containerd,12058,0,1,2025-07-03 08:41:11+00:00,2025-07-03 08:42:08+00:00,1,0.015833333333333335,0->1
containerd/containerd,12058,1,2,2025-07-03 08:42:08+00:00,2025-07-03 16:04:57+00:00,1,7.380277777777778,1->2
containerd/containerd,12059,0,1,2025-07-03 20:15:02+00:00,2025-07-03 20:24:31+00:00,1,0.15805555555555556,0->1
containerd/containerd,12059,1,2,2025-07-03 20:24:31+00:00,2025-07-15 10:06:19+00:00,1,277.69666666666666,1->2
containerd/containerd,12061,0,3,2025-07-06 07:49:20+00:00,2026-06-24 00:35:26+00:00,1,8464.768333333333,0->3
containerd/containerd,12062,0,1,2025-07-06 08:03:19+00:00,2025-07-06 08:49:13+00:00,1,0.765,0->1
containerd/containerd,12062,1,,2025-07-06 08:49:13+00:00,2026-08-08 00:00:00+00:00,0,9543.179722222223,1->censored
containerd/containerd,12063,0,1,2025-07-07 06:39:14+00:00,2025-09-29 14:19:51+00:00,1,2023.6769444444444,0->1
containerd/containerd,12063,1,2,2025-09-29 14:19:51+00:00,2025-10-03 14:39:47+00:00,1,96.33222222222223,1->2
containerd/containerd,12065,0,1,2025-07-07 13:41:30+00:00,2025-07-07 15:18:02+00:00,1,1.6088888888888888,0->1
containerd/containerd,12065,1,2,2025-07-07 15:18:02+00:00,2025-07-08 16:14:52+00:00,1,24.947222222222223,1->2
containerd/containerd,12066,0,1,2025-07-07 15:19:31+00:00,2025-07-08 01:05:17+00:00,1,9.762777777777778,0->1
containerd/containerd,12066,1,3,2025-07-08 01:05:17+00:00,2026-02-22 21:16:59+00:00,1,5516.195,1->3
containerd/containerd,12067,0,1,2025-07-07 15:36:31+00:00,2025-07-09 13:33:38+00:00,1,45.95194444444444,0->1
containerd/containerd,12067,1,,2025-07-09 13:33:38+00:00,2026-08-08 00:00:00+00:00,0,9466.439444444444,1->censored
containerd/containerd,12068,0,1,2025-07-08 03:42:55+00:00,2025-07-08 09:54:23+00:00,1,6.191111111111111,0->1
containerd/containerd,12068,1,2,2025-07-08 09:54:23+00:00,2025-07-09 15:55:46+00:00,1,30.023055555555555,1->2
containerd/containerd,12070,0,1,2025-07-08 10:51:16+00:00,2025-07-08 12:26:49+00:00,1,1.5925,0->1
containerd/containerd,12070,1,2,2025-07-08 12:26:49+00:00,2025-07-09 07:26:36+00:00,1,18.996388888888887,1->2
containerd/containerd,12071,0,3,2025-07-08 10:57:12+00:00,2025-07-08 12:38:13+00:00,1,1.6836111111111112,0->3
containerd/containerd,12072,0,1,2025-07-09 09:22:24+00:00,2025-07-09 10:16:41+00:00,1,0.9047222222222222,0->1
containerd/containerd,12072,1,2,2025-07-09 10:16:41+00:00,2025-07-11 18:11:21+00:00,1,55.91111111111111,1->2
containerd/containerd,12073,0,1,2025-07-09 14:09:43+00:00,2025-07-30 03:58:11+00:00,1,493.8077777777778,0->1
containerd/containerd,12073,1,2,2025-07-30 03:58:11+00:00,2025-08-18 22:22:50+00:00,1,474.41083333333336,1->2
containerd/containerd,12074,0,1,2025-07-09 14:59:17+00:00,2025-07-09 18:27:15+00:00,1,3.466111111111111,0->1
containerd/containerd,12074,1,2,2025-07-09 18:27:15+00:00,2025-07-09 18:56:08+00:00,1,0.48138888888888887,1->2
containerd/containerd,12076,0,1,2025-07-09 16:30:40+00:00,2025-07-09 18:26:08+00:00,1,1.9244444444444444,0->1
containerd/containerd,12076,1,2,2025-07-09 18:26:08+00:00,2025-07-09 18:30:50+00:00,1,0.07833333333333334,1->2
containerd/containerd,12077,0,1,2025-07-09 16:30:47+00:00,2025-07-09 17:17:44+00:00,1,0.7825,0->1
containerd/containerd,12077,1,2,2025-07-09 17:17:44+00:00,2025-07-09 19:42:55+00:00,1,2.419722222222222,1->2
containerd/containerd,12079,0,1,2025-07-09 19:48:18+00:00,2025-07-09 21:07:13+00:00,1,1.3152777777777778,0->1
